date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:02:02	175701/175701	---MC-	200	added ('OK')	application/json	date:Tue,%2014%20Jan%202025%2023:02:03%20GMT	https://natflixfitness.com/wp-json/wp/v2/pages/51	C:/Meus%20Sites/natflix/natflixfitness.com/wp-json/wp/v2/pages/51.json	(from https://natflixfitness.com/)
20:02:07	822/822	---M-Z	200	added ('OK')	text/xml	date:Tue,%2014%20Jan%202025%2023:02:08%20GMT	https://natflixfitness.com/xmlrpc.php?rsd	C:/Meus%20Sites/natflix/natflixfitness.com/xmlrpc0db0.php	(from https://natflixfitness.com/)
20:02:12	2128/2128	---M--	200	added ('OK')	application/json	date:Tue,%2014%20Jan%202025%2023:02:13%20GMT	https://natflixfitness.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnatflixfitness.com%2F	C:/Meus%20Sites/natflix/natflixfitness.com/wp-json/oembed/1.0/embedf840.json	(from https://natflixfitness.com/)
20:02:18	2290/2290	---M-Z	200	added ('OK')	text/xml	date:Tue,%2014%20Jan%202025%2023:02:19%20GMT	https://natflixfitness.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnatflixfitness.com%2F&format=xml	C:/Meus%20Sites/natflix/natflixfitness.com/wp-json/oembed/1.0/embed300b	(from https://natflixfitness.com/)
20:02:18	118/118	---M--	403	error ('Forbidden')	text/html	date:Tue,%2014%20Jan%202025%2023:02:18%20GMT	http://launcher.hotmart.com/launcher.js	C:/Meus%20Sites/natflix/launcher.hotmart.com/launcher.1c.delayed	(from https://natflixfitness.com/)
20:02:18	391/391	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Nov%202022%2000:37:03%20GMT	https://natflixfitness.com/wp-content/uploads/2022/11/cropped-Frame-39-32x32.png	C:/Meus%20Sites/natflix/natflixfitness.com/wp-content/uploads/2022/11/cropped-Frame-39-32x32.png	(from https://natflixfitness.com/)
20:02:19	2058/2058	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Nov%202022%2000:37:03%20GMT	https://natflixfitness.com/wp-content/uploads/2022/11/cropped-Frame-39-192x192.png	C:/Meus%20Sites/natflix/natflixfitness.com/wp-content/uploads/2022/11/cropped-Frame-39-192x192.png	(from https://natflixfitness.com/)
20:02:19	1968/1968	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Nov%202022%2000:37:03%20GMT	https://natflixfitness.com/wp-content/uploads/2022/11/cropped-Frame-39-180x180.png	C:/Meus%20Sites/natflix/natflixfitness.com/wp-content/uploads/2022/11/cropped-Frame-39-180x180.png	(from https://natflixfitness.com/)
20:02:19	3296/3296	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2021%20Nov%202022%2021:51:32%20GMT	https://natflixfitness.com/wp-content/uploads/2022/11/Frame-17.svg	C:/Meus%20Sites/natflix/natflixfitness.com/wp-content/uploads/2022/11/Frame-17.svg	(from https://natflixfitness.com/)
20:02:19	5307/5307	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2021%20Nov%202022%2021:50:56%20GMT	https://natflixfitness.com/wp-content/uploads/2022/11/Frame-12.svg	C:/Meus%20Sites/natflix/natflixfitness.com/wp-content/uploads/2022/11/Frame-12.svg	(from https://natflixfitness.com/)
20:02:19	32552/32552	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Nov%202022%2006:30:26%20GMT	https://natflixfitness.com/wp-content/uploads/2022/11/a-solucao-da-sua-saude-fisica-e-mental-entre-para-o-tisme.png	C:/Meus%20Sites/natflix/natflixfitness.com/wp-content/uploads/2022/11/a-solucao-da-sua-saude-fisica-e-mental-entre-para-o-tisme.png	(from https://natflixfitness.com/)
20:02:20	12174/12174	---M--	200	added ('OK')	image/png	date:Tue,%2022%20Nov%202022%2000:05:51%20GMT	https://natflixfitness.com/wp-content/uploads/2022/11/brasil-top-1-300x23.png	C:/Meus%20Sites/natflix/natflixfitness.com/wp-content/uploads/2022/11/brasil-top-1-300x23.png	(from https://natflixfitness.com/)
20:02:20	106082/106082	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2018:37:00%20GMT	https://natflixfitness.com/planos/	C:/Meus%20Sites/natflix/natflixfitness.com/planos/index.html	(from https://natflixfitness.com/)
20:02:20	18163/18163	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Nov%202022%2013:16:11%20GMT	https://natflixfitness.com/wp-content/uploads/2022/11/a-natflix-e-para-voce-que-quer....png	C:/Meus%20Sites/natflix/natflixfitness.com/wp-content/uploads/2022/11/a-natflix-e-para-voce-que-quer....png	(from https://natflixfitness.com/)
20:02:20	12873/12873	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Nov%202022%2012:27:55%20GMT	https://natflixfitness.com/wp-content/uploads/2022/11/o-que-tem-na-natflix_.png	C:/Meus%20Sites/natflix/natflixfitness.com/wp-content/uploads/2022/11/o-que-tem-na-natflix_.png	(from https://natflixfitness.com/)
20:02:20	422778/422778	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jun%202024%2012:12:36%20GMT	https://natflixfitness.com/wp-content/uploads/2024/06/Treinos-na-academia-iniciante-1024x576.png	C:/Meus%20Sites/natflix/natflixfitness.com/wp-content/uploads/2024/06/Treinos-na-academia-iniciante-1024x576.png	(from https://natflixfitness.com/)
20:02:21	548444/548444	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jun%202024%2012:12:07%20GMT	https://natflixfitness.com/wp-content/uploads/2024/06/Treinos-em-casa-1024x576.png	C:/Meus%20Sites/natflix/natflixfitness.com/wp-content/uploads/2024/06/Treinos-em-casa-1024x576.png	(from https://natflixfitness.com/)
20:02:21	100334/100334	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2018:37:03%20GMT	https://natflixfitness.com/modalidades/	C:/Meus%20Sites/natflix/natflixfitness.com/modalidades/index.html	(from https://natflixfitness.com/)
20:02:21	379788/379788	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jun%202024%2012:13:29%20GMT	https://natflixfitness.com/wp-content/uploads/2024/06/Treinos-rapidex-1024x576.png	C:/Meus%20Sites/natflix/natflixfitness.com/wp-content/uploads/2024/06/Treinos-rapidex-1024x576.png	(from https://natflixfitness.com/)
20:02:21	416588/416588	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jun%202024%2011:56:34%20GMT	https://natflixfitness.com/wp-content/uploads/2024/06/cross-natflix-1024x576.png	C:/Meus%20Sites/natflix/natflixfitness.com/wp-content/uploads/2024/06/cross-natflix-1024x576.png	(from https://natflixfitness.com/)
20:02:21	100638/100638	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2018:37:08%20GMT	https://natflixfitness.com/treinos-na-academia	C:/Meus%20Sites/natflix/natflixfitness.com/treinos-na-academia.html	(from https://natflixfitness.com/)
20:02:21	704724/704724	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jun%202024%2011:55:32%20GMT	https://natflixfitness.com/wp-content/uploads/2024/06/cardapios-alimentares-hiper-1024x576.png	C:/Meus%20Sites/natflix/natflixfitness.com/wp-content/uploads/2024/06/cardapios-alimentares-hiper-1024x576.png	(from https://natflixfitness.com/)
20:02:22	144456/144456	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2018:37:04%20GMT	https://natflixfitness.com/duvidas	C:/Meus%20Sites/natflix/natflixfitness.com/duvidas.html	(from https://natflixfitness.com/)
20:02:22	113284/113284	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2018:37:07%20GMT	https://natflixfitness.com/treinos-em-casa/	C:/Meus%20Sites/natflix/natflixfitness.com/treinos-em-casa/index.html	(from https://natflixfitness.com/)
20:02:22	76391/76391	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jun%202024%2012:05:56%20GMT	https://natflixfitness.com/wp-content/uploads/2024/06/nutricao-300x169.png	C:/Meus%20Sites/natflix/natflixfitness.com/wp-content/uploads/2024/06/nutricao-300x169.png	(from https://natflixfitness.com/)
20:02:22	100638/100638	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2018:37:08%20GMT	https://natflixfitness.com/treinos-na-academia/	C:/Meus%20Sites/natflix/natflixfitness.com/treinos-na-academia/index.html	(from https://natflixfitness.com/)
20:02:23	107749/107749	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2018:37:06%20GMT	https://natflixfitness.com/entenda/	C:/Meus%20Sites/natflix/natflixfitness.com/entenda/index.html	(from https://natflixfitness.com/)
20:02:23	129954/129954	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2018:36:58%20GMT	https://natflixfitness.com/metodo/	C:/Meus%20Sites/natflix/natflixfitness.com/metodo/index.html	(from https://natflixfitness.com/)
20:02:23	89066/89066	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2018:36:57%20GMT	https://natflixfitness.com/sobre/	C:/Meus%20Sites/natflix/natflixfitness.com/sobre/index.html	(from https://natflixfitness.com/)
20:02:23	144456/144456	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2018:37:04%20GMT	https://natflixfitness.com/duvidas/	C:/Meus%20Sites/natflix/natflixfitness.com/duvidas/index.html	(from https://natflixfitness.com/)
20:02:27	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Jan%202025%2023:02:28%20GMT	https://natflixfitness.com/'https://natflixfitness.com/wp-content/uploads/2024/06/psicologa.png'	C:/Meus%20Sites/natflix/natflixfitness.com/'https_/natflixfitness.com/wp-content/uploads/2024/06/psicologa.png'	(from https://natflixfitness.com/)
20:02:29	26067/26067	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2023:02:30%20GMT	https://natflixfitness.com/vejatreinos/	C:/Meus%20Sites/natflix/natflixfitness.com/vejatreinos/index.html	(from https://natflixfitness.com/)
20:02:33	26067/26067	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2023:02:34%20GMT	https://natflixfitness.com/https:/natflixfitness.com/wp-content/uploads/2024/06/psicologa.png	C:/Meus%20Sites/natflix/natflixfitness.com/https_/natflixfitness.com/wp-content/uploads/2024/06/psicologa.2f.delayed	(from https://natflixfitness.com/)
20:02:38	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Jan%202025%2023:02:39%20GMT	https://natflixfitness.com/'https://natflixfitness.com/wp-content/uploads/2024/06/lpf-e-vaccum.png'	C:/Meus%20Sites/natflix/natflixfitness.com/'https_/natflixfitness.com/wp-content/uploads/2024/06/lpf-e-vaccum.30.delayed	(from https://natflixfitness.com/)
20:02:44	26067/26067	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2023:02:45%20GMT	https://natflixfitness.com/https:/natflixfitness.com/wp-content/uploads/2024/06/lpf-e-vaccum.png	C:/Meus%20Sites/natflix/natflixfitness.com/https_/natflixfitness.com/wp-content/uploads/2024/06/lpf-e-vaccum.31.delayed	(from https://natflixfitness.com/)
20:02:49	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Jan%202025%2023:02:50%20GMT	https://natflixfitness.com/'https://natflixfitness.com/wp-content/uploads/2024/06/fisioterapia.png'	C:/Meus%20Sites/natflix/natflixfitness.com/'https_/natflixfitness.com/wp-content/uploads/2024/06/fisioterapia.32.delayed	(from https://natflixfitness.com/)
20:02:50	26067/26067	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2023:02:51%20GMT	https://natflixfitness.com/https:/natflixfitness.com/wp-content/uploads/2024/06/fisioterapia.png	C:/Meus%20Sites/natflix/natflixfitness.com/https_/natflixfitness.com/wp-content/uploads/2024/06/fisioterapia.33.delayed	(from https://natflixfitness.com/)
20:02:55	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Jan%202025%2023:02:56%20GMT	https://natflixfitness.com/'https://natflixfitness.com/wp-content/uploads/2024/06/pilates.png'	C:/Meus%20Sites/natflix/natflixfitness.com/'https_/natflixfitness.com/wp-content/uploads/2024/06/pilates.png'	(from https://natflixfitness.com/)
20:03:01	26067/26067	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2023:03:02%20GMT	https://natflixfitness.com/https:/natflixfitness.com/wp-content/uploads/2024/06/pilates.png	C:/Meus%20Sites/natflix/natflixfitness.com/https_/natflixfitness.com/wp-content/uploads/2024/06/pilates.35.delayed	(from https://natflixfitness.com/)
20:03:02	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Jan%202025%2023:03:03%20GMT	https://natflixfitness.com/'https://natflixfitness.com/wp-content/uploads/2024/06/cross-natflix.png'	C:/Meus%20Sites/natflix/natflixfitness.com/'https_/natflixfitness.com/wp-content/uploads/2024/06/cross-natflix.36.delayed	(from https://natflixfitness.com/)
20:03:07	26067/26067	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2023:03:08%20GMT	https://natflixfitness.com/https:/natflixfitness.com/wp-content/uploads/2024/06/cross-natflix.png	C:/Meus%20Sites/natflix/natflixfitness.com/https_/natflixfitness.com/wp-content/uploads/2024/06/cross-natflix.png	(from https://natflixfitness.com/)
20:03:12	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Jan%202025%2023:03:13%20GMT	https://natflixfitness.com/'https://natflixfitness.com/wp-content/uploads/2024/06/jiu-jitsu-def-pessoal.png'	C:/Meus%20Sites/natflix/natflixfitness.com/'https_/natflixfitness.com/wp-content/uploads/2024/06/jiu-jitsu-def-pessoal.38.delayed	(from https://natflixfitness.com/)
20:03:13	26067/26067	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2023:03:14%20GMT	https://natflixfitness.com/https:/natflixfitness.com/wp-content/uploads/2024/06/jiu-jitsu-def-pessoal.png	C:/Meus%20Sites/natflix/natflixfitness.com/https_/natflixfitness.com/wp-content/uploads/2024/06/jiu-jitsu-def-pessoal.39.delayed	(from https://natflixfitness.com/)
20:03:18	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Jan%202025%2023:03:19%20GMT	https://natflixfitness.com/'https://natflixfitness.com/wp-content/uploads/2024/06/power-ballet.png'	C:/Meus%20Sites/natflix/natflixfitness.com/'https_/natflixfitness.com/wp-content/uploads/2024/06/power-ballet.png'	(from https://natflixfitness.com/)
20:03:24	26067/26067	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2023:03:25%20GMT	https://natflixfitness.com/https:/natflixfitness.com/wp-content/uploads/2024/06/power-ballet.png	C:/Meus%20Sites/natflix/natflixfitness.com/https_/natflixfitness.com/wp-content/uploads/2024/06/power-ballet.3b.delayed	(from https://natflixfitness.com/)
20:03:29	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Jan%202025%2023:03:30%20GMT	https://natflixfitness.com/'https://natflixfitness.com/wp-content/uploads/2024/06/fit-dance.png'	C:/Meus%20Sites/natflix/natflixfitness.com/'https_/natflixfitness.com/wp-content/uploads/2024/06/fit-dance.3c.delayed	(from https://natflixfitness.com/)
20:03:35	26067/26067	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2023:03:36%20GMT	https://natflixfitness.com/https:/natflixfitness.com/wp-content/uploads/2024/06/fit-dance.png	C:/Meus%20Sites/natflix/natflixfitness.com/https_/natflixfitness.com/wp-content/uploads/2024/06/fit-dance.3d.delayed	(from https://natflixfitness.com/)
20:03:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Jan%202025%2023:03:41%20GMT	https://natflixfitness.com/'https://natflixfitness.com/wp-content/uploads/2024/06/dan-sa.png'	C:/Meus%20Sites/natflix/natflixfitness.com/'https_/natflixfitness.com/wp-content/uploads/2024/06/dan-sa.3e.delayed	(from https://natflixfitness.com/)
20:03:45	26067/26067	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2023:03:46%20GMT	https://natflixfitness.com/https:/natflixfitness.com/wp-content/uploads/2024/06/dan-sa.png	C:/Meus%20Sites/natflix/natflixfitness.com/https_/natflixfitness.com/wp-content/uploads/2024/06/dan-sa.3f.delayed	(from https://natflixfitness.com/)
20:03:46	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Jan%202025%2023:03:47%20GMT	https://natflixfitness.com/'https://natflixfitness.com/wp-content/uploads/2024/06/spinning.png'	C:/Meus%20Sites/natflix/natflixfitness.com/'https_/natflixfitness.com/wp-content/uploads/2024/06/spinning.40.delayed	(from https://natflixfitness.com/)
20:03:47	26067/26067	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2023:03:48%20GMT	https://natflixfitness.com/https:/natflixfitness.com/wp-content/uploads/2024/06/spinning.png	C:/Meus%20Sites/natflix/natflixfitness.com/https_/natflixfitness.com/wp-content/uploads/2024/06/spinning.png	(from https://natflixfitness.com/)
20:03:52	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Jan%202025%2023:03:53%20GMT	https://natflixfitness.com/'https://natflixfitness.com/wp-content/uploads/2024/06/meditacao.png'	C:/Meus%20Sites/natflix/natflixfitness.com/'https_/natflixfitness.com/wp-content/uploads/2024/06/meditacao.png'	(from https://natflixfitness.com/)
